Last Traded Price (LTP),Last Traded Quantity,Volume,Bid Price,Bid Quantity,Ask Price,Ask Quantity,Open Interest (OI),Previous Close Price,Previous Open Interest,expiry_date,strike_price,option_type,underlying,implied volatility,In the money
33.25,1725,1725,33.04,25,33.2,475,330925,309.25,16100,27JUL23,46500.0,CE,ALLBANKS,13.04,False
470.7,0,0,478.05,50,487.85,50,39350,54.0,2150,28SEP23,19000.0,PE,MAINIDX,9.53,True
2.0,0,0,1.85,900,2.5,300,5200,242.5,9200,13JUL23,16700.0,PE,MAINIDX,28.3,False
15.0,39600,39600,15.05,5560,15.15,240,821200,2493.6,69080,04JUL23,19150.0,PE,FINANCIALS,,False
928.85,0,0,924.95,45,930.95,30,1470,26.85,1875,31AUG23,44100.0,CE,ALLBANKS,11.62,False
2.75,275,275,2.7,12625,2.75,4925,387425,2209.25,129925,06JUL23,50000.0,CE,ALLBANKS,68.49,False
600.0,0,0,585.25,50,598.04,50,5200,30.0,5100,31AUG23,18250.0,CE,MAINIDX,11.45,True
22.65,0,0,22.15,25,22.45,50,227225,271.5,6600,27JUL23,39500.0,PE,ALLBANKS,22.66,False
227.85,3200,3200,226.25,40,227.1,480,104640,785.6,56680,04JUL23,19200.0,CE,FINANCIALS,,True
7.45,8300,8300,7.45,800,7.5,7750,320550,1742.0,46825,06JUL23,45800.0,CE,ALLBANKS,28.49,False
6.3,4925,4925,6.3,3250,6.35,3025,76950,1658.75,28600,06JUL23,41400.0,PE,ALLBANKS,39.77,False
108.35,275,275,107.75,25,108.45,25,10550,205.75,16800,13JUL23,44900.0,CE,ALLBANKS,14.55,False
239.95,0,0,239.95,0,239.95,0,0,30.0,150,28MAR24,17000.0,PE,MAINIDX,16.05,False
5.5,0,0,5.5,0,5.5,0,0,48.0,5250,20JUL23,19750.0,CE,MAINIDX,14.82,False
20.25,0,0,20.25,0,20.25,0,0,22.2,45,31AUG23,36500.0,PE,ALLBANKS,22.72,False
1950.0,0,0,1950.0,0,1950.0,0,0,20.5,0,30DEC27,19000.0,PE,MAINIDX,23.97,True
60.0,0,0,60.0,0,60.0,0,0,0.0,1240,11JUL23,18250.0,PE,FINANCIALS,39.03,False
658.6,500,500,658.0,100,660.2,200,1317300,227.0,18800,27JUL23,18000.0,CE,MAINIDX,13.56,True
6.65,1000,1000,6.65,1200,6.9,1850,166400,454.5,10900,27JUL23,16700.0,PE,MAINIDX,21.0,False
5800.0,0,0,5850.0,25,5909.95,25,3325,25.5,2700,27JUL23,50000.0,PE,ALLBANKS,,True
2269.0,0,0,2158.9,2850,2327.15,500,0,74.0,5800,27JUL23,16300.0,CE,MAINIDX,,True
37.6,100,100,37.1,300,38.4,50,101200,159.0,7000,28DEC23,22000.0,CE,MAINIDX,12.83,False
4090.0,0,0,4056.7,250,4080.95,50,80075,45.25,3675,27JUL23,40000.0,CE,ALLBANKS,,True
1.3,25840,25840,1.3,22280,1.35,32720,1309240,8135.2,247360,04JUL23,20100.0,CE,FINANCIALS,,False
95.85,125,125,95.9,100,96.5,1000,38400,97.25,10700,27JUL23,42100.0,PE,ALLBANKS,15.71,False
11.25,12750,12750,11.25,1425,11.3,875,145150,2080.0,27525,06JUL23,42100.0,PE,ALLBANKS,33.04,False
4.2,975,975,4.2,150,4.25,1525,21100,707.0,8325,06JUL23,40400.0,PE,ALLBANKS,50.68,False
1.5,6450,6450,1.45,41500,1.5,29200,379050,3696.0,129600,06JUL23,17300.0,PE,MAINIDX,41.72,False
8.85,0,0,8.85,0,8.85,0,0,124.0,0,27JUL23,16250.0,PE,MAINIDX,26.61,False
431.0,1050,1050,428.5,100,430.0,700,1138800,296.5,23650,27JUL23,19000.0,PE,MAINIDX,8.91,True
442.05,3150,3150,442.7,100,443.85,450,80900,1115.0,38450,06JUL23,19000.0,PE,MAINIDX,,True
5.05,113300,113300,5.0,18700,5.05,1400,2157400,2615.5,248000,06JUL23,18950.0,CE,MAINIDX,18.3,False
12.25,0,0,11.4,25,14.7,25,1300,86.25,2100,13JUL23,41100.0,PE,ALLBANKS,22.16,False
248.8,0,0,248.8,0,248.8,0,0,28.0,0,26JUN25,15000.0,PE,MAINIDX,18.88,False
622.9,0,0,598.95,25,610.79,25,2575,30.5,1350,20JUL23,43900.0,CE,ALLBANKS,14.54,True
5.55,0,0,5.55,0,5.55,0,0,113.5,0,27JUL23,15600.0,PE,MAINIDX,31.29,False
85.0,0,0,85.6,50,86.9,50,8850,61.0,3150,31AUG23,17950.0,PE,MAINIDX,11.5,False
3150.0,0,0,2702.8,750,3160.95,100,0,37.0,3700,27JUL23,41100.0,CE,ALLBANKS,23.58,True
11.45,550,550,11.35,1150,11.45,100,706300,494.0,19150,27JUL23,17300.0,PE,MAINIDX,16.5,False
2060.3,0,0,2060.3,0,2060.3,0,0,9.3,930,31AUG23,46100.0,PE,ALLBANKS,13.1,True
1057.59,0,0,1050.5,50,1060.2,50,422400,63.0,2400,26OCT23,18000.0,CE,MAINIDX,13.56,True
1.1,5360,5360,1.1,2840,1.14,17200,521520,6130.0,258480,04JUL23,20300.0,CE,FINANCIALS,,False
3.0,150,150,2.9,50,3.0,1700,5800,361.0,12750,13JUL23,17250.0,PE,MAINIDX,21.67,False
1051.8,0,0,1050.7,50,1069.15,100,7875,192.25,5025,27JUL23,44900.0,PE,ALLBANKS,13.17,True
0.5,0,0,0.5,1120,0.55,160,18800,1334.8,34280,04JUL23,17600.0,PE,FINANCIALS,,False
300.0,0,0,300.0,0,300.0,0,0,18.0,0,25JUN26,13000.0,PE,MAINIDX,23.61,False
5580.0,0,0,5607.8,750,6223.25,750,0,23.0,2300,13JUL23,50000.0,PE,ALLBANKS,,True
32.5,50,50,31.9,25,32.65,125,6275,97.25,5400,27JUL23,40600.0,PE,ALLBANKS,19.02,False
68.25,9800,9800,68.59,100,68.84,100,397950,510.0,48800,13JUL23,18400.0,PE,MAINIDX,11.99,False
12.25,0,0,12.25,0,12.25,0,0,29.25,400,27JUL23,38400.0,PE,ALLBANKS,25.15,False
57.7,62850,62850,57.5,925,57.65,525,1237200,1892.75,128100,06JUL23,44700.0,CE,ALLBANKS,22.5,False
199.5,100,100,199.3,50,201.15,100,66400,281.5,11600,31AUG23,18900.0,CE,MAINIDX,9.78,False
7522.8,0,0,7470.0,25,7610.6,25,3925,26.25,2975,27JUL23,36500.0,CE,ALLBANKS,,True
45.0,10550,10550,44.9,500,45.0,2600,5152600,973.0,82150,27JUL23,18000.0,PE,MAINIDX,12.77,False
4.4,8200,8200,4.4,5550,4.45,7225,314025,677.75,56525,06JUL23,47500.0,CE,ALLBANKS,46.01,False
72.05,50,50,72.09,50,73.0,100,227600,244.0,11200,31AUG23,19300.0,CE,MAINIDX,9.14,False
281.0,100,100,279.2,50,281.0,50,59150,125.0,7950,28SEP23,19000.0,CE,MAINIDX,10.67,False
2189.85,0,0,2189.85,0,2189.85,0,0,0.0,885,31AUG23,42400.0,CE,ALLBANKS,13.7,True
291.0,0,0,274.89,375,279.39,375,150,37.25,1850,20JUL23,44600.0,CE,ALLBANKS,13.88,False
157.25,1200,1200,154.8,25,155.4,25,24625,247.75,20000,13JUL23,44700.0,CE,ALLBANKS,14.78,False
871.35,0,0,806.65,150,1112.8,250,0,15.0,2050,31AUG23,17750.0,CE,MAINIDX,,True
6.2,390700,390700,6.2,3150,6.25,25400,3411100,4162.5,163950,06JUL23,18100.0,PE,MAINIDX,21.72,False
582.0,45,45,580.5,15,583.65,375,45015,84.75,5775,31AUG23,43500.0,PE,ALLBANKS,13.56,False
65.09,0,0,67.84,40,72.65,200,3840,145.2,5400,11JUL23,19200.0,PE,FINANCIALS,14.34,False
602.9,0,0,588.54,50,633.35,50,3900,47.0,550,31AUG23,19250.0,PE,MAINIDX,7.75,True
353.0,0,0,357.85,100,369.85,50,6700,17.0,900,31AUG23,18850.0,PE,MAINIDX,9.13,True
0.75,1000,1000,0.7,2600,0.8,2600,19360,1356.0,26520,04JUL23,18050.0,PE,FINANCIALS,,False
17.39,1250,1250,17.35,175,17.5,2250,44575,195.0,10275,13JUL23,41500.0,PE,ALLBANKS,20.68,False
1340.0,0,0,1315.45,100,1326.8,50,35650,70.0,6500,27JUL23,17300.0,CE,MAINIDX,21.28,True
1712.6,0,0,1731.65,200,1822.95,50,0,32.25,3250,13JUL23,45800.0,PE,ALLBANKS,,True
371.6,0,0,11.45,195,137.25,615,0,12.45,1515,31AUG23,49500.0,CE,ALLBANKS,26.46,False
1.45,5500,5500,1.4,14000,1.45,9350,42500,1104.0,76900,06JUL23,17250.0,PE,MAINIDX,43.06,False
282.05,0,0,282.05,0,282.05,0,0,27.0,0,26JUN25,16000.0,PE,MAINIDX,16.55,False
9.9,0,0,9.8,50,10.45,50,30400,225.0,9150,27JUL23,17250.0,PE,MAINIDX,16.59,False
3933.3,0,0,3753.75,50,4318.0,150,0,12.0,1300,28DEC23,15000.0,CE,MAINIDX,18.3,True
10.85,0,0,8.75,100,12.35,50,9350,184.5,9400,20JUL23,17600.0,PE,MAINIDX,15.53,False
270.0,200,200,267.5,100,270.95,50,133650,103.5,8050,28SEP23,18500.0,PE,MAINIDX,10.9,False
1213.55,0,0,1247.59,4900,1262.4,800,0,168.5,14500,06JUL23,17300.0,CE,MAINIDX,,True
506.0,0,0,506.0,0,506.0,0,2750,19.0,0,20JUL23,19100.0,PE,MAINIDX,,True
7.35,0,0,7.25,25,7.35,350,40300,307.25,10100,13JUL23,47500.0,CE,ALLBANKS,22.04,False
496.75,375,375,492.35,75,493.9,25,40400,234.25,26250,13JUL23,43900.0,CE,ALLBANKS,15.65,True
42.2,50,50,41.9,50,42.45,25,11125,202.0,6850,27JUL23,41100.0,PE,ALLBANKS,17.6,False
8.15,0,0,8.15,0,8.15,0,0,77.0,1000,20JUL23,17150.0,PE,MAINIDX,20.3,False
1.5,10600,10600,1.45,14400,1.5,20150,73300,1992.5,83700,06JUL23,19650.0,CE,MAINIDX,34.83,False
620.0,0,0,620.0,0,620.0,0,0,26.0,0,25DEC25,17000.0,PE,MAINIDX,17.97,False
0.95,9000,9000,0.9,115850,0.95,116000,1934000,40946.5,385000,06JUL23,20000.0,CE,MAINIDX,41.76,False
895.0,0,0,905.05,45,913.9,15,1575,30.9,1920,31AUG23,44300.0,PE,ALLBANKS,13.05,True
79.59,30,30,79.15,15,79.5,15,80400,71.55,4905,31AUG23,40000.0,PE,ALLBANKS,17.03,False
4080.4,0,0,4080.4,0,4080.4,0,2175,3.0,1000,27JUL23,14500.0,CE,MAINIDX,,True
32.0,0,0,6.15,40,12.0,880,0,108.8,10760,11JUL23,18300.0,PE,FINANCIALS,31.8,False
5.4,1275,1275,5.4,3050,5.45,850,72525,545.0,22525,06JUL23,46600.0,CE,ALLBANKS,36.86,False
1024.95,50,50,1014.8,50,1026.5,50,217300,90.5,1400,28DEC23,18500.0,CE,MAINIDX,14.85,True
1.1,0,0,1.05,27350,1.1,14800,179750,3782.0,129450,06JUL23,16800.0,PE,MAINIDX,54.94,False
883.5,0,0,950.6,25,976.65,25,825,86.5,7050,13JUL23,44900.0,PE,ALLBANKS,8.69,True
453.45,0,0,445.8,50,454.4,100,4200,24.0,4750,31AUG23,18450.0,CE,MAINIDX,10.82,True
1159.8,0,0,1149.2,100,1175.5,100,17500,21.0,500,26OCT23,20000.0,PE,MAINIDX,6.79,True
7200.0,0,0,7200.0,0,7200.0,0,0,0.0,50,25JUN26,12000.0,CE,MAINIDX,,True
917.75,400,400,925.25,25,927.6,125,7900,366.5,15700,06JUL23,44900.0,PE,ALLBANKS,17.58,True
4.59,875,875,4.55,250,4.59,4000,23375,859.25,16125,06JUL23,40600.0,PE,ALLBANKS,48.62,False
1.0,13680,13680,0.95,92560,1.0,2560,222160,7295.6,176120,04JUL23,18300.0,PE,FINANCIALS,,False
1558.55,0,0,1558.55,0,1558.55,0,480,9.45,945,31AUG23,43100.0,CE,ALLBANKS,11.68,True
0.65,1000,1000,0.6,11720,0.65,6200,289200,3443.2,149840,04JUL23,21000.0,CE,FINANCIALS,,False
300.0,0,0,300.0,0,300.0,0,0,9.5,0,26OCT23,34500.0,PE,ALLBANKS,34.24,False
4842.39,0,0,4859.45,25,4900.3,25,3875,37.0,3125,27JUL23,49000.0,PE,ALLBANKS,,True
680.0,75,75,678.35,50,680.6,25,69400,111.75,16850,27JUL23,43900.0,CE,ALLBANKS,12.89,True
118.0,0,0,118.0,0,118.0,0,0,39.6,1920,25JUL23,19000.0,PE,FINANCIALS,15.96,False
1540.0,0,0,1257.34,150,0.0,0,0,21.0,0,30DEC27,20000.0,PE,MAINIDX,18.15,True
5.65,4000,4000,5.65,4275,5.7,2900,76375,1823.5,28475,06JUL23,41200.0,PE,ALLBANKS,41.87,False
1450.0,0,0,1445.3,2550,1478.35,2050,0,142.5,13800,06JUL23,17100.0,CE,MAINIDX,,True
6.65,50,50,6.5,25,6.75,900,8075,350.5,7725,13JUL23,48000.0,CE,ALLBANKS,24.31,False
1.05,4000,4000,1.0,67850,1.05,55450,222050,9675.5,160400,06JUL23,16550.0,PE,MAINIDX,62.03,False
1700.0,0,0,1556.5,250,1693.9,300,0,53.5,5525,27JUL23,45600.0,PE,ALLBANKS,16.6,True
5.2,3600,3600,5.25,750,5.35,4000,82350,596.5,33300,13JUL23,17700.0,PE,MAINIDX,16.36,False
1.25,0,0,1.25,13700,1.3,13850,33200,1644.5,67300,06JUL23,17050.0,PE,MAINIDX,48.27,False
47.45,0,0,48.65,25,49.05,200,10075,166.25,6550,27JUL23,41300.0,PE,ALLBANKS,17.06,False
1958.3,50,50,1950.95,200,1962.7,200,800,91.0,9100,06JUL23,16600.0,CE,MAINIDX,74.16,True
475.0,0,0,475.0,0,475.0,0,0,25.0,250,27JUN24,18000.0,PE,MAINIDX,14.63,False
387.25,425,425,386.1,75,387.1,25,491425,259.75,31925,27JUL23,44500.0,CE,ALLBANKS,12.63,False
3599.0,0,0,3566.35,750,4170.75,750,0,30.25,2125,27JUL23,40200.0,CE,ALLBANKS,,True
6.45,0,0,4.7,650,6.4,50,14500,198.5,8700,27JUL23,19850.0,CE,MAINIDX,13.37,False
59.9,183480,183480,60.0,80,60.15,1360,814760,2305.6,164640,04JUL23,19350.0,PE,FINANCIALS,,False
5.15,0,0,5.15,0,5.15,0,0,28.0,25,27JUL23,37700.0,PE,ALLBANKS,25.19,False
70.0,0,0,70.0,0,70.0,0,0,18.0,4240,11JUL23,20400.0,CE,FINANCIALS,34.22,False
95.0,1250,1250,95.05,50,96.3,100,42500,287.5,12800,20JUL23,18400.0,PE,MAINIDX,11.31,False
2119.65,0,0,2100.5,50,2110.1,50,185850,52.5,7250,27JUL23,16500.0,CE,MAINIDX,27.49,True
2200.5,0,0,2152.44,15,2278.9,15,0,18.3,930,31AUG23,46300.0,PE,ALLBANKS,12.75,True
5.15,0,0,5.15,0,5.15,0,5100,129.0,0,27JUL23,16450.0,PE,MAINIDX,22.65,False
1935.0,0,0,1911.75,15,1985.55,15,135,16.95,960,31AUG23,42600.0,CE,ALLBANKS,11.67,True
1.75,60500,60500,1.7,129000,1.75,160500,1955250,10724.0,442750,06JUL23,17500.0,PE,MAINIDX,36.34,False
15.75,29750,29750,15.75,50,15.85,2550,2231000,793.5,64400,27JUL23,17500.0,PE,MAINIDX,15.28,False
7.0,0,0,7.05,200,7.2,300,445100,251.5,10050,27JUL23,16900.0,PE,MAINIDX,19.16,False
642.45,0,0,624.7,50,627.75,200,5200,57.5,7800,20JUL23,18000.0,CE,MAINIDX,16.1,True
1.9,45280,45280,1.9,2280,1.95,6800,479880,1856.8,105040,04JUL23,19950.0,CE,FINANCIALS,,False
276.6,476900,476900,276.45,25,276.95,200,5290300,6741.5,486250,06JUL23,44000.0,PE,ALLBANKS,22.15,True
2620.0,0,0,2781.2,125,2874.5,250,0,26.75,3425,27JUL23,41300.0,CE,ALLBANKS,,True
2370.85,0,0,2370.85,0,2370.85,0,0,0.0,885,31AUG23,42200.0,CE,ALLBANKS,14.2,True
263.5,75,75,264.39,75,265.55,50,53525,101.25,5575,27JUL23,43200.0,PE,ALLBANKS,14.21,False
274.75,0,0,274.75,0,274.75,0,0,18.0,0,18JUL23,19350.0,PE,FINANCIALS,21.17,False
803.0,0,0,812.05,60,820.8,15,2220,33.75,1515,31AUG23,44100.0,PE,ALLBANKS,13.12,True
2001.0,0,0,2001.0,0,2001.0,0,0,14.5,150,27JUN24,18000.0,CE,MAINIDX,16.49,True
2.1,0,0,1.75,2150,2.25,100,4250,335.0,9500,13JUL23,16650.0,PE,MAINIDX,29.18,False
18.35,60075,60075,18.3,4725,18.39,4075,1524875,2400.0,68700,06JUL23,42500.0,PE,ALLBANKS,29.66,False
4405.64,0,0,4543.85,125,4587.3,25,0,35.75,3925,27JUL23,39500.0,CE,ALLBANKS,,True
1190.0,0,0,1140.8,15,1177.4,15,2115,25.95,2415,31AUG23,43700.0,CE,ALLBANKS,12.11,True
216.45,1700,1700,215.25,75,215.85,25,112950,295.0,33325,13JUL23,44500.0,CE,ALLBANKS,14.86,False
158.3,0,0,115.1,40,121.0,40,0,37.2,3120,11JUL23,19350.0,PE,FINANCIALS,18.2,False
169.2,160,160,168.15,80,170.05,40,26360,111.6,13240,11JUL23,19400.0,CE,FINANCIALS,14.97,True
144.19,150,150,142.25,550,144.94,550,5250,110.0,13550,20JUL23,18650.0,CE,MAINIDX,11.22,False
0.55,0,0,0.5,40,0.65,960,9320,942.8,20600,04JUL23,17400.0,PE,FINANCIALS,,False
838.8,100,100,839.65,450,841.7,450,3400,174.0,20800,06JUL23,19400.0,PE,MAINIDX,,True
10.9,0,0,10.9,0,10.9,0,0,83.0,900,20JUL23,17350.0,PE,MAINIDX,18.78,False
139.8,450,450,140.55,25,141.4,50,15600,218.75,17125,13JUL23,43200.0,PE,ALLBANKS,16.15,False
1473.2,0,0,1447.8,50,1467.3,100,9850,75.0,4375,27JUL23,42800.0,CE,ALLBANKS,13.87,True
6380.0,0,0,6380.0,0,6380.0,0,0,0.0,0,20JUL23,38000.0,CE,ALLBANKS,61.36,True
634.4,0,0,694.15,2480,715.75,200,0,334.0,11920,04JUL23,18700.0,CE,FINANCIALS,,True
2300.0,0,0,2176.5,1500,2528.05,1750,0,60.5,2750,27JUL23,16250.0,CE,MAINIDX,,True
19.95,0,0,18.89,50,19.6,50,128300,144.0,5200,26OCT23,15000.0,PE,MAINIDX,21.16,False
3.85,41080,41080,3.85,960,3.9,20760,907040,3587.6,131560,04JUL23,18900.0,PE,FINANCIALS,,False
395.0,150,150,393.95,50,395.05,500,6800,701.0,37750,06JUL23,18950.0,PE,MAINIDX,,True
1151.45,0,0,1148.75,100,1151.5,250,13650,137.25,7275,13JUL23,43000.0,CE,ALLBANKS,17.13,True
963.65,0,0,963.65,0,963.65,0,0,0.0,100,03AUG23,44700.0,CE,ALLBANKS,24.05,False
484.5,50,50,0.0,0,824.15,1750,6300,0.0,1750,31AUG23,19050.0,PE,MAINIDX,9.22,True
2.65,150,150,2.54,1800,2.65,50,13250,388.5,12850,13JUL23,17100.0,PE,MAINIDX,23.49,False
5875.85,0,0,6004.35,25,6078.75,25,0,31.25,3275,27JUL23,38000.0,CE,ALLBANKS,,True
411.2,0,0,422.25,375,427.0,375,1250,63.75,1825,20JUL23,43900.0,PE,ALLBANKS,13.58,False
4.65,1150,1150,4.65,1500,4.75,5400,1408400,461.5,46550,27JUL23,20000.0,CE,MAINIDX,13.93,False
1.75,120,120,1.7,12440,1.75,5240,309200,1960.8,110440,04JUL23,18650.0,PE,FINANCIALS,,False
300.0,0,0,201.75,80,305.85,120,200,2.4,520,25JUL23,19400.0,CE,FINANCIALS,14.61,True
2.04,89950,89950,2.0,156850,2.04,32000,3226400,25510.0,357300,06JUL23,19200.0,CE,MAINIDX,23.28,False
1783.95,0,0,1783.95,0,1783.95,0,0,17.85,0,31AUG23,45600.0,PE,ALLBANKS,14.63,True
7.55,100,100,7.45,50,7.6,1800,32250,455.5,11750,27JUL23,19450.0,CE,MAINIDX,10.08,False
3.1,0,0,3.1,0,3.1,0,0,51.0,1000,27JUL23,15750.0,PE,MAINIDX,27.66,False
143.25,22950,22950,143.4,400,143.69,400,185600,561.5,41200,13JUL23,18600.0,PE,MAINIDX,11.16,True
897.0,0,0,880.3,50,893.45,400,0,59.5,7900,27JUL23,17750.0,CE,MAINIDX,16.05,True
564.54,0,0,589.15,450,599.29,150,900,435.0,18900,06JUL23,19150.0,PE,MAINIDX,,True
823.0,0,0,823.8,50,829.65,200,63700,81.5,6600,31AUG23,19500.0,PE,MAINIDX,7.95,True
269.7,0,0,269.25,40,270.5,120,10120,617.6,23880,04JUL23,19150.0,CE,FINANCIALS,,True
1062.0,100,100,1058.34,200,1060.25,350,42250,175.0,24650,06JUL23,17500.0,CE,MAINIDX,46.69,True
65.0,1150,1150,64.65,50,65.45,50,319000,175.0,8800,31AUG23,17800.0,PE,MAINIDX,11.82,False
2490.0,0,0,2720.7,1500,2934.3,1000,0,65.5,2750,27JUL23,15800.0,CE,MAINIDX,,True
1.7,7050,7050,1.65,9100,1.7,4250,77750,1230.0,78200,06JUL23,17450.0,PE,MAINIDX,37.75,False
2700.0,0,0,2701.25,50,2774.3,50,0,18.0,150,28DEC23,22000.0,PE,MAINIDX,,True
3600.0,0,0,3600.0,0,3600.0,0,0,54.25,5425,06JUL23,40600.0,CE,ALLBANKS,103.15,True
641.1,0,0,692.75,200,707.0,400,0,293.6,10680,04JUL23,20100.0,PE,FINANCIALS,,True
25.1,1550,1550,25.1,2900,25.25,1000,51800,600.0,37300,13JUL23,18150.0,PE,MAINIDX,13.25,False
4613.1,0,0,3739.7,75,5109.89,150,0,14.25,1500,31AUG23,39500.0,CE,ALLBANKS,,True
130.44,0,0,128.35,30,135.35,15,285,10.2,945,31AUG23,40900.0,PE,ALLBANKS,15.96,False
2549.94,0,0,2549.94,0,2549.94,0,0,18.5,0,25DEC25,21000.0,PE,MAINIDX,21.98,True
412.0,50,50,412.05,200,413.35,200,26900,116.0,11000,13JUL23,18200.0,CE,MAINIDX,14.43,True
2000.0,0,0,1872.0,100,1957.3,25,1725,633.25,10175,06JUL23,42100.0,CE,ALLBANKS,55.18,True
0.6,40,40,0.55,1280,0.6,120,19960,1141.2,67920,04JUL23,21200.0,CE,FINANCIALS,,False
197.3,200,200,196.0,100,197.25,50,861750,212.5,10450,26OCT23,18000.0,PE,MAINIDX,12.56,False
5.0,140160,140160,4.95,10240,5.05,8840,1435520,2018.4,116360,04JUL23,19750.0,CE,FINANCIALS,,False
56.95,250,250,57.05,575,57.3,25,271475,319.5,17675,27JUL23,41500.0,PE,ALLBANKS,16.75,False
1282.0,0,0,1291.25,15,1299.84,15,19185,38.25,3870,31AUG23,45000.0,PE,ALLBANKS,12.98,True
94.95,1700,1700,94.35,200,94.95,50,923600,545.0,21050,31AUG23,18000.0,PE,MAINIDX,11.5,False
665.85,0,0,639.0,50,646.1,600,0,75.5,8300,13JUL23,17950.0,CE,MAINIDX,20.98,True
404.05,79025,79025,402.75,100,403.4,50,1301650,1380.0,260375,06JUL23,43800.0,CE,ALLBANKS,24.16,True
8.5,25,25,8.4,100,8.55,975,15750,166.5,14950,13JUL23,40000.0,PE,ALLBANKS,27.94,False
10.95,0,0,9.8,100,11.5,100,43975,392.75,4550,27JUL23,37500.0,PE,ALLBANKS,28.45,False
780.05,0,0,797.7,25,810.65,25,1075,92.5,4975,13JUL23,44700.0,PE,ALLBANKS,12.88,True
1833.75,0,0,1896.45,750,1918.6,100,0,67.5,5600,27JUL23,16700.0,CE,MAINIDX,,True
1033.55,0,0,1016.2,1500,1094.5,100,0,59.5,4550,13JUL23,19650.0,PE,MAINIDX,,True
20.3,0,0,16.3,50,19.85,50,0,179.5,2300,31AUG23,16900.0,PE,MAINIDX,15.11,False
7.5,0,0,5.35,50,7.45,50,6850,134.0,650,27JUL23,16650.0,PE,MAINIDX,21.9,False
4.9,1825,1825,4.84,25,4.9,3425,51375,897.5,16000,06JUL23,40800.0,PE,ALLBANKS,46.38,False
26.0,425,425,25.8,775,26.0,100,513150,340.75,15525,27JUL23,40000.0,PE,ALLBANKS,20.95,False
1344.4,0,0,1279.65,2475,1347.1,75,550,72.25,6000,13JUL23,42800.0,CE,ALLBANKS,18.79,True
2409.6,0,0,2409.6,0,2409.6,0,300,18.3,945,31AUG23,46500.0,PE,ALLBANKS,13.72,True
2.5,0,0,2.15,50,2.85,50,3250,285.0,12900,13JUL23,19700.0,CE,MAINIDX,17.27,False
40.15,0,0,41.35,100,43.8,50,15250,139.5,2950,31AUG23,17550.0,PE,MAINIDX,12.26,False
2.0,78350,78350,2.0,104500,2.04,77500,1306700,12181.5,221450,06JUL23,17700.0,PE,MAINIDX,30.66,False
450.0,0,0,450.0,0,450.0,0,0,25.5,0,31DEC26,13000.0,PE,MAINIDX,25.58,False
476.75,225,225,472.2,50,473.9,300,53475,102.75,12175,27JUL23,44300.0,CE,ALLBANKS,12.79,False
6.65,22150,22150,6.6,1775,6.65,7450,2113700,2622.0,111100,06JUL23,46000.0,CE,ALLBANKS,30.53,False
5.25,8675,8675,5.25,5850,5.3,3975,1151375,2801.25,250575,06JUL23,41000.0,PE,ALLBANKS,44.12,False
860.1,25,25,845.05,50,864.2,25,1950,28.25,775,20JUL23,43500.0,CE,ALLBANKS,14.4,True
340.5,0,0,340.5,0,340.5,0,0,1.6,80,25JUL23,19600.0,PE,FINANCIALS,14.25,True
117.4,4850,4850,117.4,550,117.7,850,1549650,760.5,77650,27JUL23,18400.0,PE,MAINIDX,11.1,False
1252.3,0,0,1017.5,400,1221.84,400,0,47.0,4700,31AUG23,17600.0,CE,MAINIDX,19.05,True
922.2,25,25,922.2,25,931.65,25,10000,66.25,5025,27JUL23,44700.0,PE,ALLBANKS,13.34,True
260.0,0,0,249.0,15,264.25,15,5550,26.25,1380,28SEP23,41000.0,PE,ALLBANKS,16.33,False
7.2,0,0,7.2,0,7.2,0,0,79.5,3200,20JUL23,16900.0,PE,MAINIDX,22.92,False
2379.1,0,0,2384.5,75,2443.65,75,0,59.5,6350,06JUL23,46400.0,PE,ALLBANKS,,True
344.25,0,0,321.55,100,337.2,50,5850,50.0,5500,31AUG23,18650.0,CE,MAINIDX,10.91,False
2.04,50,50,2.0,200,2.1,1500,27050,252.5,19850,13JUL23,20000.0,CE,MAINIDX,20.47,False
1.75,0,0,1.75,0,1.75,0,306350,140.5,34750,27JUL23,13000.0,PE,MAINIDX,52.0,False
1250.0,0,0,1253.95,450,1293.45,200,0,62.5,5050,27JUL23,19900.0,PE,MAINIDX,,True
130.65,250,250,131.4,50,132.1,225,51000,110.25,9225,27JUL23,45400.0,CE,ALLBANKS,12.32,False
14.3,10150,10150,14.2,3350,14.3,4175,464150,1942.0,38725,06JUL23,42300.0,PE,ALLBANKS,31.37,False
488.2,0,0,537.25,1000,557.2,40,0,331.2,12640,04JUL23,19950.0,PE,FINANCIALS,,True
870.0,0,0,859.45,200,860.8,100,35600,227.5,17900,06JUL23,17700.0,CE,MAINIDX,44.73,True
4420.0,0,0,4023.6,100,4135.64,1050,0,27.0,3775,13JUL23,40000.0,CE,ALLBANKS,65.24,True
2.54,0,0,1.85,50,2.95,100,3800,201.5,10800,13JUL23,19650.0,CE,MAINIDX,16.67,False
1.95,9150,9150,1.9,7200,1.95,8750,249450,1547.5,97000,06JUL23,17650.0,PE,MAINIDX,32.14,False
296.8,475,475,293.35,100,294.3,325,41200,232.0,26575,13JUL23,44300.0,CE,ALLBANKS,15.21,False
401.0,0,0,401.0,0,401.0,0,0,9.5,0,26OCT23,46500.0,CE,ALLBANKS,10.69,False
219.2,2975,2975,219.3,25,219.9,450,1445700,296.0,16850,27JUL23,43000.0,PE,ALLBANKS,14.44,False
