Last Traded Price (LTP),Last Traded Quantity,Volume,Bid Price,Bid Quantity,Ask Price,Ask Quantity,Open Interest (OI),Previous Close Price,Previous Open Interest,expiry_date,strike_price,option_type,underlying,implied volatility,In the money
177.45,600,600,176.75,600,177.25,650,202500,388.5,39750,27JUL23,18650.0,CE,MAINIDX,10.71,False
1796.4,0,0,1591.2,100,1633.3,100,0,440.0,10250,06JUL23,45600.0,PE,ALLBANKS,57.97,True
1140.9,0,0,1139.25,50,1143.25,50,2150,437.75,11225,06JUL23,42900.0,CE,ALLBANKS,29.26,True
460.2,0,0,473.8,600,486.1,600,8850,95.0,13000,13JUL23,19050.0,PE,MAINIDX,,True
1.3,2160,2160,1.25,7960,1.3,7240,233440,2933.6,152200,04JUL23,20150.0,CE,FINANCIALS,,False
96.8,172650,172650,96.45,50,96.65,125,2550725,3425.0,444675,06JUL23,44500.0,CE,ALLBANKS,22.58,False
303.39,280,280,302.55,80,303.8,80,45760,334.8,28920,04JUL23,19700.0,PE,FINANCIALS,,True
1227.95,0,0,1285.0,150,1304.55,450,0,144.0,14200,06JUL23,19850.0,PE,MAINIDX,,True
450.0,0,0,450.0,0,450.0,0,0,0.5,250,03AUG23,18800.0,PE,MAINIDX,16.76,True
505.0,0,0,520.35,25,536.29,25,27775,15.0,225,26OCT23,42000.0,PE,ALLBANKS,15.36,False
48.9,23250,23250,48.8,50,48.9,1550,3864250,845.5,125700,27JUL23,19000.0,CE,MAINIDX,9.71,False
180.0,0,0,180.0,0,180.0,0,0,33.5,0,27JUN24,16000.0,PE,MAINIDX,17.33,False
38.0,0,0,38.0,0,38.0,0,0,16.25,25,26OCT23,33000.0,PE,ALLBANKS,26.13,False
1.05,13150,13150,1.0,37250,1.05,18650,322700,13044.0,127500,06JUL23,19900.0,CE,MAINIDX,39.73,False
5.25,1400,1400,5.25,25,5.3,3425,54000,543.5,16275,06JUL23,46800.0,CE,ALLBANKS,39.06,False
1119.5,0,0,1096.75,150,1359.45,200,0,33.0,500,28SEP23,17500.0,CE,MAINIDX,,True
139.35,0,0,143.0,50,144.9,50,15950,64.5,5200,31AUG23,18250.0,PE,MAINIDX,10.73,False
55.85,3225,3225,56.0,50,56.25,325,45500,192.75,13350,13JUL23,42500.0,PE,ALLBANKS,17.77,False
28.3,0,0,18.5,25,23.85,25,1725,74.25,1500,27JUL23,39700.0,PE,ALLBANKS,22.62,False
1.7,7500,7500,1.65,14150,1.7,16950,80600,1551.0,91550,06JUL23,19450.0,CE,MAINIDX,29.86,False
17.89,0,0,17.14,200,17.8,50,6025,103.0,6225,20JUL23,40000.0,PE,ALLBANKS,23.46,False
31.0,0,0,31.0,0,31.0,0,0,18.45,900,31AUG23,37500.0,PE,ALLBANKS,21.29,False
800.0,0,0,800.0,0,800.0,0,0,29.5,0,28MAR24,19000.0,PE,MAINIDX,14.49,True
5.15,12375,12375,5.15,16800,5.2,3750,2424950,1505.75,137950,06JUL23,47000.0,CE,ALLBANKS,41.27,False
569.5,0,0,552.79,100,559.79,50,127400,52.5,7150,31AUG23,18300.0,CE,MAINIDX,11.58,True
3.1,0,0,3.1,0,3.1,0,0,26.25,0,20JUL23,37500.0,PE,ALLBANKS,29.33,False
109.95,0,0,109.95,0,109.95,0,0,10.95,735,28SEP23,37500.0,PE,ALLBANKS,22.51,False
18.35,0,0,18.3,50,18.64,50,216275,317.0,9325,27JUL23,39000.0,PE,ALLBANKS,24.06,False
4.0,0,0,4.0,0,4.0,0,0,183.5,4350,20JUL23,20000.0,CE,MAINIDX,16.55,False
20.5,3000,3000,20.05,50,20.39,300,756800,442.5,28750,31AUG23,17000.0,PE,MAINIDX,14.41,False
68.65,0,0,36.5,1500,0.0,0,0,15.5,0,28SEP23,17200.0,PE,MAINIDX,14.77,False
880.0,0,0,875.0,100,895.75,150,13200,20.0,450,26DEC24,19000.0,PE,MAINIDX,14.61,True
780.0,0,0,780.0,0,780.0,0,0,30.5,0,27JUN24,19000.0,PE,MAINIDX,13.72,True
1264.3,0,0,1205.95,30,1249.95,30,0,0.6,945,31AUG23,44900.0,PE,ALLBANKS,13.61,True
60.4,28775,28775,60.1,350,60.35,525,610950,1832.5,45925,06JUL23,43200.0,PE,ALLBANKS,25.1,False
1830.85,0,0,1962.45,225,1989.15,25,0,42.25,4750,27JUL23,42200.0,CE,ALLBANKS,,True
3575.0,0,0,3364.05,750,4069.1,750,0,30.25,2125,27JUL23,40400.0,CE,ALLBANKS,,True
4023.55,0,0,3876.35,125,3913.05,25,0,32.0,3300,27JUL23,48000.0,PE,ALLBANKS,26.95,True
760.7,0,0,777.85,400,789.0,50,5600,83.0,8100,27JUL23,19400.0,PE,MAINIDX,,True
0.75,1000,1000,0.75,15160,0.8,8800,123520,2986.4,213600,04JUL23,20600.0,CE,FINANCIALS,,False
27.5,214950,214950,27.4,11650,27.5,3700,1668400,2516.5,138900,06JUL23,18350.0,PE,MAINIDX,18.77,False
197.75,88950,88950,197.4,250,197.7,50,1248850,1485.5,175150,06JUL23,18400.0,CE,MAINIDX,19.97,True
154.35,2600,2600,153.6,100,153.8,400,123050,493.5,45450,13JUL23,18550.0,CE,MAINIDX,12.5,False
4.25,0,0,4.25,0,4.25,0,850,83.5,5450,20JUL23,19700.0,CE,MAINIDX,13.73,False
26.9,6050,6050,26.85,350,27.0,3600,1186950,774.0,51700,27JUL23,17800.0,PE,MAINIDX,13.48,False
216.15,1850,1850,216.35,100,217.0,1250,598150,407.0,15950,31AUG23,18500.0,PE,MAINIDX,10.37,False
1.05,200,200,1.05,7100,1.1,8950,8500,1399.0,58250,06JUL23,16750.0,PE,MAINIDX,56.13,False
3964.6,0,0,3954.3,25,4019.75,100,2975,65.25,6675,06JUL23,40000.0,CE,ALLBANKS,,True
425.55,0,0,237.05,200,265.45,900,0,15.0,1900,03AUG23,18600.0,CE,MAINIDX,19.56,False
467.0,0,0,447.15,400,456.0,400,13950,52.0,5700,20JUL23,18200.0,CE,MAINIDX,14.49,True
500.0,0,0,500.0,0,500.0,0,0,6.0,80,25JUL23,20000.0,PE,FINANCIALS,,True
59.25,0,0,43.5,100,45.3,1050,0,140.5,2050,20JUL23,18150.0,PE,MAINIDX,13.76,False
59.15,2550,2550,59.0,550,59.25,75,511775,363.0,25025,27JUL23,46000.0,CE,ALLBANKS,12.5,False
38.95,1125,1125,39.04,1900,39.29,100,385850,371.0,17800,27JUL23,41000.0,PE,ALLBANKS,17.79,False
636.0,0,0,617.29,50,632.75,50,1050,23.5,3500,28SEP23,18400.0,CE,MAINIDX,12.11,True
239.25,0,0,226.75,750,231.05,50,0,26.0,2600,28SEP23,18350.0,PE,MAINIDX,11.66,False
9.55,800,800,9.6,3350,9.69,7400,159600,803.5,53100,13JUL23,17900.0,PE,MAINIDX,14.76,False
710.0,50,50,706.3,8000,713.6,100,6100,244.5,20400,06JUL23,17850.0,CE,MAINIDX,31.66,True
73.8,3150,3150,73.4,100,73.59,200,1092600,397.0,54850,27JUL23,18900.0,CE,MAINIDX,9.89,False
12.0,0,0,11.75,50,12.15,50,11000,381.5,7350,27JUL23,17350.0,PE,MAINIDX,16.1,False
310.39,0,0,309.55,25,314.05,50,12200,48.75,4400,20JUL23,44500.0,CE,ALLBANKS,13.43,False
802.8,125,125,797.15,25,799.65,50,73850,102.75,8850,27JUL23,43700.0,CE,ALLBANKS,13.04,True
169.0,3800,3800,167.9,100,169.55,600,18750,200.0,7400,20JUL23,18600.0,PE,MAINIDX,10.61,True
508.95,50,50,505.0,50,509.05,50,219750,115.0,1500,26OCT23,19000.0,PE,MAINIDX,10.26,True
554.0,575,575,552.6,50,554.35,25,40950,204.5,21425,13JUL23,43800.0,CE,ALLBANKS,15.68,True
0.8,1280,1280,0.75,11040,0.8,360,53040,3578.4,98600,04JUL23,18100.0,PE,FINANCIALS,,False
748.75,1200,1200,749.3,25,751.0,50,32075,509.75,22000,06JUL23,44700.0,PE,ALLBANKS,20.34,True
1244.4,0,0,1217.25,50,1225.55,50,38350,65.5,6200,27JUL23,17400.0,CE,MAINIDX,20.54,True
1336.0,0,0,1359.65,125,1405.3,50,0,28.5,2800,13JUL23,45400.0,PE,ALLBANKS,,True
11.45,9700,9700,11.45,3050,11.55,4575,529475,1594.0,38125,06JUL23,45400.0,CE,ALLBANKS,24.98,False
320.55,100,100,320.3,300,321.3,800,15750,117.5,10250,27JUL23,18850.0,PE,MAINIDX,9.29,True
1111.65,0,0,1077.05,7650,1088.55,400,350,118.0,8400,13JUL23,17500.0,CE,MAINIDX,30.31,True
4800.0,0,0,4800.0,0,4800.0,0,0,1.05,0,28SEP23,40000.0,CE,ALLBANKS,21.6,True
373.3,0,0,383.0,600,387.05,50,4850,160.5,5600,13JUL23,18950.0,PE,MAINIDX,,True
1265.05,0,0,315.14,125,1255.84,275,1425,3.75,1600,20JUL23,43000.0,CE,ALLBANKS,15.92,True
391.6,0,0,386.6,500,391.6,50,11750,49.0,3350,28SEP23,18800.0,PE,MAINIDX,10.46,True
734.0,0,0,720.05,390,729.95,45,26805,46.05,4740,31AUG23,44500.0,CE,ALLBANKS,11.65,False
21.55,98320,98320,21.5,3360,21.65,2160,1881760,6171.2,137320,04JUL23,19200.0,PE,FINANCIALS,,False
36.79,0,0,37.04,50,37.9,250,47900,235.5,5100,28SEP23,20000.0,CE,MAINIDX,9.71,False
2070.0,0,0,2070.0,0,2070.0,0,0,9.5,0,25DEC25,20000.0,CE,MAINIDX,14.03,False
12.6,0,0,12.6,50,13.45,200,27225,137.0,5650,27JUL23,49000.0,CE,ALLBANKS,19.5,False
1730.45,0,0,1750.8,125,1846.65,125,0,105.5,10575,06JUL23,45800.0,PE,ALLBANKS,,True
78.0,0,0,78.0,25,80.4,25,5550,12.0,300,26OCT23,36000.0,PE,ALLBANKS,22.06,False
306.35,225,225,307.6,25,308.64,400,24750,245.75,21850,13JUL23,43800.0,PE,ALLBANKS,15.21,False
2930.0,0,0,2759.1,200,2920.65,750,0,52.25,5850,06JUL23,41200.0,CE,ALLBANKS,78.9,True
8.15,0,0,8.15,0,8.15,0,0,71.0,3900,20JUL23,17200.0,PE,MAINIDX,19.68,False
2000.0,0,0,2003.65,500,2015.15,200,0,98.0,11700,06JUL23,16550.0,CE,MAINIDX,,True
190.0,0,0,125.0,15,386.5,15,90,10.5,30,28SEP23,47500.0,CE,ALLBANKS,12.34,False
17.05,0,0,13.15,150,21.95,25,150,46.75,1675,27JUL23,39200.0,PE,ALLBANKS,22.94,False
1043.0,0,0,1024.34,50,1034.15,50,90900,59.0,6250,27JUL23,17600.0,CE,MAINIDX,17.65,True
419.75,50,50,416.65,300,419.55,300,275900,155.5,17800,31AUG23,18500.0,CE,MAINIDX,10.68,True
256.55,45550,45550,256.35,200,256.8,500,347500,1164.5,51200,06JUL23,18800.0,PE,MAINIDX,15.03,True
1800.0,0,0,1772.3,550,1827.95,100,150,25.5,2550,28SEP23,17000.0,CE,MAINIDX,15.11,True
46.1,575,575,45.9,350,46.4,50,10325,156.25,7475,27JUL23,46200.0,CE,ALLBANKS,12.66,False
1.4,15500,15500,1.35,25650,1.4,49000,331750,11514.0,121550,06JUL23,19700.0,CE,MAINIDX,35.86,False
1066.9,0,0,1072.45,1900,1104.84,450,0,136.0,13600,06JUL23,19650.0,PE,MAINIDX,,True
154.44,0,0,3.1,1800,129.15,480,0,40.0,2400,11JUL23,19650.0,CE,FINANCIALS,23.73,False
8.8,25,25,7.15,200,8.0,100,2325,70.5,3575,20JUL23,50000.0,CE,ALLBANKS,26.13,False
315.64,0,0,293.39,50,297.89,50,18050,65.5,9050,20JUL23,18400.0,CE,MAINIDX,13.57,True
3.8,22325,22325,3.75,6200,3.8,9800,401425,1828.0,55825,06JUL23,40000.0,PE,ALLBANKS,55.22,False
447.6,48225,48225,446.5,125,447.4,125,418425,1391.5,80600,06JUL23,44300.0,PE,ALLBANKS,21.55,True
706.4,0,0,357.15,450,535.5,15,0,9.0,540,28SEP23,42000.0,PE,ALLBANKS,20.07,False
1038.84,0,0,1039.0,250,1041.2,100,12225,108.0,8700,13JUL23,45000.0,PE,ALLBANKS,13.67,True
5.45,800,800,5.35,200,5.45,1100,117750,242.0,13850,27JUL23,16400.0,PE,MAINIDX,23.32,False
90.0,1100,1100,89.7,50,89.9,100,165300,291.5,37250,27JUL23,18850.0,CE,MAINIDX,10.03,False
754.25,25,25,718.85,100,743.3,100,4325,37.25,1975,20JUL23,44500.0,PE,ALLBANKS,14.08,True
1370.6,0,0,1324.45,75,1334.85,50,3500,484.25,12875,06JUL23,42700.0,CE,ALLBANKS,38.1,True
9.0,0,0,9.0,0,9.0,0,1775,40.75,2700,27JUL23,36500.0,PE,ALLBANKS,31.79,False
3.0,0,0,3.0,0,3.0,0,0,150.0,4250,20JUL23,19900.0,CE,MAINIDX,14.96,False
416.8,50,50,418.05,300,419.55,25,97250,110.5,10500,27JUL23,43700.0,PE,ALLBANKS,13.82,False
493.75,0,0,360.55,50,572.25,50,0,9.5,2550,20JUL23,18150.0,CE,MAINIDX,13.43,True
970.0,0,0,970.0,0,970.0,0,0,28.0,9800,30DEC27,18000.0,PE,MAINIDX,18.36,False
161.69,0,0,161.19,375,166.65,375,11625,36.75,2375,20JUL23,43000.0,PE,ALLBANKS,14.88,False
1.4,5350,5350,1.35,40850,1.4,7700,344050,4913.5,154800,06JUL23,17200.0,PE,MAINIDX,44.39,False
3194.6,0,0,3295.2,750,3628.8,750,0,37.5,3950,27JUL23,40600.0,CE,ALLBANKS,,True
1723.9,0,0,1687.35,200,1708.95,750,21300,53.0,5100,31AUG23,17000.0,CE,MAINIDX,16.79,True
8.4,5175,5175,8.35,5525,8.44,6800,197100,1752.75,30250,06JUL23,41800.0,PE,ALLBANKS,35.79,False
191.25,0,0,198.7,50,201.3,750,13100,64.5,4550,31AUG23,18450.0,PE,MAINIDX,10.18,False
5.3,0,0,5.3,0,5.3,0,3200,72.5,8600,20JUL23,19650.0,CE,MAINIDX,13.7,False
101.25,0,0,104.45,325,105.0,125,76375,141.0,11600,27JUL23,42200.0,PE,ALLBANKS,15.39,False
247.25,50,50,248.0,400,249.35,100,49475,106.5,8750,27JUL23,44900.0,CE,ALLBANKS,12.46,False
139.6,64640,64640,139.25,40,139.35,160,991880,946.4,85880,04JUL23,19500.0,PE,FINANCIALS,,True
424.45,0,0,456.9,200,461.4,600,0,350.0,13560,04JUL23,18950.0,CE,FINANCIALS,,True
2818.3,0,0,2129.6,750,2854.2,800,0,30.5,2200,27JUL23,46600.0,PE,ALLBANKS,26.58,True
2602.05,0,0,2600.0,50,2606.6,450,391000,81.5,5550,27JUL23,16000.0,CE,MAINIDX,25.6,True
1.3,16500,16500,1.25,84000,1.3,82700,2542450,15212.5,676200,06JUL23,17000.0,PE,MAINIDX,49.99,False
6.65,0,0,6.65,0,6.65,0,10950,61.0,3050,27JUL23,35000.0,PE,ALLBANKS,36.7,False
695.85,0,0,679.25,1500,736.8,200,0,137.0,12350,13JUL23,19300.0,PE,MAINIDX,,True
297.0,750,750,294.1,500,296.64,100,70700,153.0,8150,31AUG23,18700.0,PE,MAINIDX,10.02,True
7.15,10000,10000,7.15,5275,7.25,9000,140425,1718.0,23950,06JUL23,41600.0,PE,ALLBANKS,37.71,False
696.0,0,0,682.45,25,687.35,25,4775,113.25,13200,13JUL23,43600.0,CE,ALLBANKS,16.42,True
1.25,0,0,1.2,700,1.25,5750,3600,593.0,29400,06JUL23,16950.0,PE,MAINIDX,51.25,False
412.3,960,960,409.8,40,411.3,40,31120,270.0,18160,04JUL23,19000.0,CE,FINANCIALS,,True
1.85,9900,9900,1.85,34950,1.9,25150,562750,1647.5,127850,06JUL23,19250.0,CE,MAINIDX,24.43,False
8.94,11725,11725,8.9,5325,8.94,425,360150,1731.5,50125,06JUL23,45600.0,CE,ALLBANKS,26.65,False
23.45,400,400,22.55,50,23.6,50,388900,315.5,10050,31AUG23,17200.0,PE,MAINIDX,13.34,False
1100.5,0,0,1092.34,30,1128.34,15,960,15.6,570,31AUG23,44700.0,PE,ALLBANKS,12.93,True
63.0,4700,4700,62.35,50,62.6,2500,83350,443.5,45000,13JUL23,18750.0,CE,MAINIDX,11.59,False
500.0,100,100,492.0,350,498.25,50,4800,50.5,5000,28SEP23,18600.0,CE,MAINIDX,11.53,False
291.85,0,0,283.89,50,293.2,650,0,19.5,2450,28SEP23,18550.0,PE,MAINIDX,10.94,True
91.35,105,105,91.0,75,91.55,15,51900,84.6,4995,31AUG23,47000.0,CE,ALLBANKS,11.26,False
41.35,95300,95300,41.2,325,41.3,200,1497925,2379.75,87400,06JUL23,43000.0,PE,ALLBANKS,26.19,False
1088.0,0,0,1085.95,50,1094.8,50,122800,40.5,2400,28DEC23,20000.0,PE,MAINIDX,8.35,True
747.45,0,0,739.6,50,762.7,50,0,23.0,5000,31AUG23,18050.0,CE,MAINIDX,11.52,True
2157.69,75,75,2147.85,50,2162.6,50,144000,152.0,7150,27JUL23,42000.0,CE,ALLBANKS,13.35,True
0.75,320,320,0.7,15000,0.75,10120,723840,3204.8,157040,04JUL23,20800.0,CE,FINANCIALS,,False
932.45,275,275,927.65,25,930.05,25,295875,173.25,15375,27JUL23,43500.0,CE,ALLBANKS,13.12,True
586.25,21050,21050,587.85,25,589.2,325,454625,1024.25,44800,06JUL23,44500.0,PE,ALLBANKS,20.75,True
372.65,3950,3950,370.05,550,371.05,350,240350,747.5,55100,06JUL23,18200.0,CE,MAINIDX,23.88,True
4.0,1175,1175,4.0,700,4.05,50,17100,696.5,5825,06JUL23,40200.0,PE,ALLBANKS,52.97,False
3.15,0,0,3.15,0,3.15,0,0,15.0,0,27JUL23,12200.0,PE,MAINIDX,64.13,False
8.25,101350,101350,8.25,3500,8.3,11400,1216750,1893.5,118350,06JUL23,18150.0,PE,MAINIDX,21.06,False
1418.4,0,0,1434.1,50,1513.1,50,0,46.0,4600,27JUL23,17150.0,CE,MAINIDX,,True
912.0,0,0,882.0,3500,895.95,200,0,74.5,10250,13JUL23,17700.0,CE,MAINIDX,26.01,True
587.6,0,0,595.25,200,597.9,200,68400,91.0,7600,27JUL23,19200.0,PE,MAINIDX,,True
4080.35,0,0,4180.05,270,4281.6,15,0,37.05,2370,31AUG23,40000.0,CE,ALLBANKS,,True
835.0,0,0,819.4,375,826.0,225,1740,19.65,1335,31AUG23,44300.0,CE,ALLBANKS,11.74,False
1321.3,0,0,1190.34,100,1218.75,75,0,64.5,4325,27JUL23,45100.0,PE,ALLBANKS,16.5,True
1.05,2040,2040,1.05,1360,1.1,12040,36920,3511.2,159000,04JUL23,20350.0,CE,FINANCIALS,,False
80.0,650,650,78.65,50,79.95,50,186750,151.0,7150,28SEP23,17500.0,PE,MAINIDX,13.22,False
5078.85,0,0,5039.2,125,5062.55,25,48975,47.0,5125,27JUL23,39000.0,CE,ALLBANKS,,True
79.95,0,0,81.2,850,83.6,850,5900,182.0,3850,20JUL23,18350.0,PE,MAINIDX,11.36,False
5.0,0,0,5.0,0,5.0,0,0,18.0,0,11JUL23,21500.0,CE,FINANCIALS,34.24,False
2912.5,0,0,2265.1,885,3619.65,450,0,22.5,2250,31AUG23,41500.0,CE,ALLBANKS,12.92,True
16.55,1200,1200,16.39,50,16.85,100,47000,446.0,10950,27JUL23,17550.0,PE,MAINIDX,14.87,False
235.9,210650,210650,235.7,50,236.0,50,2555175,3328.75,571550,06JUL23,44100.0,CE,ALLBANKS,23.15,False
112.85,933050,933050,112.75,550,112.95,150,5816800,6989.0,384500,06JUL23,18600.0,PE,MAINIDX,16.81,True
265.0,0,0,273.7,50,286.25,400,3250,79.5,5400,20JUL23,18800.0,PE,MAINIDX,8.67,True
491.35,0,0,447.15,15,571.85,375,0,0.3,1380,31AUG23,43100.0,PE,ALLBANKS,14.3,False
1965.0,0,0,1273.05,465,3009.95,15,570,5.1,990,28SEP23,43000.0,CE,ALLBANKS,12.7,True
4.59,700,700,4.55,2850,4.7,3500,22600,385.0,18850,13JUL23,17650.0,PE,MAINIDX,16.81,False
406.55,0,0,394.15,375,400.9,375,1600,27.75,1725,20JUL23,44300.0,CE,ALLBANKS,13.93,False
300.14,0,0,297.5,150,300.1,100,131600,171.5,13250,31AUG23,18700.0,CE,MAINIDX,10.26,False
783.5,0,0,750.65,100,804.05,50,1550,46.0,600,31AUG23,19450.0,PE,MAINIDX,8.32,True
41.7,1450,1450,41.55,50,41.8,400,409850,475.0,40950,31AUG23,19500.0,CE,MAINIDX,9.11,False
915.85,0,0,1112.7,50,1275.65,500,0,38.5,2300,31AUG23,17550.0,CE,MAINIDX,,True
3382.9,0,0,3382.35,25,3429.95,25,6000,53.0,3550,27JUL23,47500.0,PE,ALLBANKS,14.63,True
216.2,0,0,209.15,375,213.55,375,2025,48.75,3000,20JUL23,44800.0,CE,ALLBANKS,13.46,False
2.25,50,50,2.15,1800,2.29,1850,9450,186.5,10600,13JUL23,19850.0,CE,MAINIDX,18.9,False
6539.7,0,0,6493.8,25,6602.15,50,1650,29.25,3075,27JUL23,37500.0,CE,ALLBANKS,,True
66.75,0,0,66.75,0,66.75,0,0,34.4,600,25JUL23,18500.0,PE,FINANCIALS,19.96,False
0.9,0,0,0.9,3440,0.95,6600,22560,1628.0,106760,04JUL23,18250.0,PE,FINANCIALS,,False
4000.0,0,0,4000.0,0,4000.0,0,0,0.0,50,25JUN26,18000.0,CE,MAINIDX,18.46,True
259.85,0,0,272.0,550,274.5,50,8650,79.0,3150,31AUG23,18650.0,PE,MAINIDX,9.6,True
2.45,0,0,2.1,50,2.7,50,3000,193.5,5500,13JUL23,17050.0,PE,MAINIDX,23.97,False
100.85,100,100,100.2,550,100.7,50,41000,112.75,11775,27JUL23,45600.0,CE,ALLBANKS,12.36,False
33.35,0,0,33.7,25,34.29,25,4125,104.0,4325,13JUL23,42100.0,PE,ALLBANKS,18.77,False
2.0,0,0,2.0,0,2.0,0,0,23.75,0,27JUL23,31500.0,PE,ALLBANKS,45.85,False
1774.25,0,0,1781.8,50,1809.95,50,0,19.5,150,26DEC24,19000.0,CE,MAINIDX,14.49,False
208.5,0,0,208.8,800,210.9,50,14200,41.0,3050,28SEP23,18300.0,PE,MAINIDX,11.23,False
52.0,550,550,51.55,1000,52.6,1000,40900,228.5,14500,20JUL23,18200.0,PE,MAINIDX,12.13,False
3012.05,0,0,2905.0,25,3041.35,25,11175,13.0,275,26OCT23,42000.0,CE,ALLBANKS,13.6,True
7.7,0,0,7.25,100,9.05,50,21850,208.0,8900,27JUL23,17050.0,PE,MAINIDX,17.93,False
1525.45,0,0,1507.7,50,1517.3,50,30850,56.5,7900,27JUL23,17100.0,CE,MAINIDX,21.43,True
1375.0,1000,1000,1370.8,100,1378.55,650,482600,119.0,10150,27JUL23,20000.0,PE,MAINIDX,,True
366.0,0,0,366.0,0,366.0,0,0,19.0,0,25JUN26,12000.0,PE,MAINIDX,28.12,False
30.25,3850,3850,30.55,1450,30.75,2050,416200,695.0,59300,13JUL23,18200.0,PE,MAINIDX,12.91,False
72.2,19200,19200,72.5,200,72.75,750,2927800,691.5,45700,27JUL23,18200.0,PE,MAINIDX,11.89,False
120.0,0,0,120.0,0,120.0,0,0,8.0,680,18JUL23,18500.0,PE,FINANCIALS,29.87,False
54.75,50,50,54.55,25,67.95,25,10375,40.75,3125,20JUL23,42000.0,PE,ALLBANKS,16.61,False
3960.0,0,0,3960.0,0,3960.0,0,0,55.5,5550,06JUL23,40200.0,CE,ALLBANKS,105.17,True
1.14,9300,9300,1.1,10700,1.14,17100,66400,2814.5,72750,06JUL23,19850.0,CE,MAINIDX,38.84,False
15.25,200,200,15.35,225,15.6,50,233900,466.75,11200,27JUL23,48000.0,CE,ALLBANKS,16.67,False
1008.0,15,15,1005.05,15,1014.7,15,15075,50.4,4215,31AUG23,44500.0,PE,ALLBANKS,13.19,True
1.05,200,200,1.0,50850,1.05,30800,262750,15799.5,209500,06JUL23,16600.0,PE,MAINIDX,60.55,False
20.5,320850,320850,20.39,4300,20.45,1300,3206700,3490.0,245350,06JUL23,18300.0,PE,MAINIDX,19.36,False
2435.0,0,0,1982.85,75,3143.0,885,0,9.75,900,31AUG23,41800.0,CE,ALLBANKS,,True
3613.7,0,0,3496.2,15,3663.1,210,0,11.25,1110,28SEP23,41000.0,CE,ALLBANKS,13.86,True
4625.0,0,0,4625.0,0,4625.0,0,0,0.0,50,28DEC23,14000.0,CE,MAINIDX,,True
131.3,0,0,137.9,80,140.69,40,9560,140.8,11960,11JUL23,19400.0,PE,FINANCIALS,13.43,False
5.15,0,0,5.15,0,5.15,0,0,44.5,0,28DEC23,13500.0,PE,MAINIDX,20.09,False
1391.9,0,0,1410.55,450,1427.15,1000,100,78.5,9300,13JUL23,20000.0,PE,MAINIDX,,True
653.29,15,15,651.2,15,657.95,15,1905,24.3,975,31AUG23,43700.0,PE,ALLBANKS,13.47,False
11.1,0,0,7.0,440,11.0,40,200,176.0,15400,11JUL23,18500.0,PE,FINANCIALS,21.43,False
355.35,0,0,157.35,40,215.7,80,0,26.4,120,18JUL23,19400.0,PE,FINANCIALS,24.95,False
1427.95,0,0,1397.25,30,1452.45,30,570,13.8,1320,31AUG23,43300.0,CE,ALLBANKS,11.83,True
34.25,0,0,12.05,75,24.25,25,175,47.0,5450,20JUL23,40500.0,PE,ALLBANKS,23.42,False
2804.9,0,0,2300.05,50,3000.0,50,0,19.0,100,31DEC26,23000.0,PE,MAINIDX,17.1,True
4394.5,0,0,4394.5,0,4394.5,0,0,0.0,50,25DEC25,16000.0,CE,MAINIDX,,True
519.0,90,90,516.35,30,519.79,75,69405,116.85,4170,31AUG23,45000.0,CE,ALLBANKS,11.48,False
0.55,1320,1320,0.55,2960,0.6,1920,67920,1848.0,37520,04JUL23,17800.0,PE,FINANCIALS,,False
115.0,0,0,115.0,0,115.0,0,200,11.25,400,20JUL23,41300.0,PE,ALLBANKS,25.21,False
3100.0,0,0,2983.3,75,3048.05,75,5800,73.0,7175,06JUL23,41000.0,CE,ALLBANKS,77.59,True
13.85,0,0,13.85,0,13.85,0,0,94.0,5800,20JUL23,17400.0,PE,MAINIDX,18.99,False
430.15,50,50,429.6,200,430.15,200,11150,130.0,7300,13JUL23,19000.0,PE,MAINIDX,7.37,True
34.29,31425,31425,34.1,1875,34.2,25,661900,1870.5,79225,06JUL23,44900.0,CE,ALLBANKS,22.78,False
4340.0,0,0,4385.0,750,5323.3,750,0,30.25,2125,27JUL23,39100.0,CE,ALLBANKS,,True
95.55,0,0,94.05,100,95.0,50,242850,181.5,8400,26OCT23,20000.0,CE,MAINIDX,10.72,False
599.0,0,0,593.04,800,596.9,400,25350,80.5,6950,13JUL23,18000.0,CE,MAINIDX,17.1,True
17.95,0,0,10.55,350,17.89,25,75,54.25,1800,27JUL23,38600.0,PE,ALLBANKS,25.69,False
1325.4,0,0,1079.34,2160,1131.65,1720,0,78.0,7760,04JUL23,18300.0,CE,FINANCIALS,,True
3.7,5800,5800,3.65,2600,3.7,1600,171600,556.0,48000,13JUL23,17500.0,PE,MAINIDX,18.54,False
5.65,1650,1650,5.6,825,5.65,4575,155375,592.0,24675,06JUL23,46400.0,CE,ALLBANKS,34.69,False
1077.4,0,0,1070.95,2200,1121.2,2280,0,85.6,7920,04JUL23,20500.0,PE,FINANCIALS,,True
396.0,50,50,391.0,350,396.8,100,25300,81.0,6100,31AUG23,18900.0,PE,MAINIDX,9.58,True
1756.6,0,0,1761.45,25,1971.15,800,1650,37.25,5175,27JUL23,45800.0,PE,ALLBANKS,12.63,True
1.3,27120,27120,1.25,46000,1.3,9040,1243600,13788.8,219040,04JUL23,18500.0,PE,FINANCIALS,,False
310.85,75,75,311.39,125,313.05,25,35300,95.75,8625,27JUL23,44700.0,CE,ALLBANKS,12.52,False
